date,Alpha $ PnL,Net Futures Exposure
3/17/2016,249982.25,5.5
3/18/2016,251695,3.5
3/19/2016,251695,7.5
3/20/2016,251695,5.5
3/21/2016,251645.25,3.5
3/22/2016,252045.75,7.5
3/23/2016,248058.25,5.5
3/24/2016,247502.25,5.5
3/25/2016,249271.5,5.5
3/26/2016,249271.5,5.5
3/27/2016,249271.5,7.5
3/28/2016,248959.25,7.5
3/29/2016,253359.25,3.5
3/30/2016,256790.75,7.5
3/31/2016,256434.75,5.5
4/1/2016,259522.5,7.5
4/2/2016,259522.5,5.5
4/3/2016,259522.5,5.5
4/4/2016,257547.75,5.5
4/5/2016,253141.75,3.5
4/6/2016,260073.25,5.5
4/7/2016,253530,3.5
4/8/2016,254549.25,3.5
4/9/2016,254549.25,5.5
4/10/2016,254549.25,5.5
4/11/2016,254337,7.5
4/12/2016,257262.25,7.5
4/13/2016,263306.25,5.5
4/14/2016,263606.5,5.5
4/15/2016,262569.25,3.5
4/16/2016,262569.25,5.5
4/17/2016,262569.25,7.5
4/18/2016,267807.25,5.5
4/19/2016,268720,5.5
4/20/2016,269951.5,3.5
4/21/2016,267895.25,3.5
4/22/2016,267845.5,5.5
4/23/2016,267845.5,5.5
4/24/2016,267845.5,
4/25/2016,266389.75,
4/26/2016,267758.75,
4/27/2016,271028,
4/28/2016,267040.75,
4/29/2016,264766,
4/30/2016,264766,
5/1/2016,264766,
5/2/2016,269810.5,
5/3/2016,268223.5,
5/4/2016,265817.25,
5/5/2016,264917.5,
5/6/2016,265742.75,
5/7/2016,265742.75,
5/8/2016,265742.75,
5/9/2016,267581,
5/10/2016,271737.25,
5/11/2016,268800,
5/12/2016,268719.25,
5/13/2016,263694.5,
5/14/2016,263694.5,
5/15/2016,263694.5,
5/16/2016,271282.25,
5/17/2016,265151.5,
5/18/2016,265045.75,
5/19/2016,264283.5,
5/20/2016,266021.5,
5/21/2016,266021.5,
5/22/2016,266021.5,
5/23/2016,265977.75,
5/24/2016,270696.75,
5/25/2016,271797,
5/26/2016,271791,
5/27/2016,272278.5,
5/28/2016,272278.5,
5/29/2016,272278.5,
5/30/2016,272278.5,
5/31/2016,272191.5,
6/1/2016,273148,
6/2/2016,273667,
6/3/2016,272842,
6/4/2016,272842,
6/5/2016,272842,
6/6/2016,276136,
6/7/2016,276436.25,
6/8/2016,278286.5,
6/9/2016,277805.25,
6/10/2016,273949.25,
6/11/2016,273949.25,
6/12/2016,273949.25,
6/13/2016,270087.25,
6/14/2016,268362.5,
6/15/2016,268018.25,
6/16/2016,269462,
6/17/2016,267462.25,
6/18/2016,267462.25,
6/19/2016,267462.25,
6/20/2016,273925,
6/21/2016,274394.25,
6/22/2016,273638,
6/23/2016,279613.25,
6/24/2016,267882.25,
6/25/2016,267882.25,
6/26/2016,267882.25,
6/27/2016,256939,
6/28/2016,265739,
6/29/2016,275352,
6/30/2016,281877.25,
7/1/2016,283840,
7/2/2016,283840,
7/3/2016,283840,
7/4/2016,283840,
7/5/2016,280540,
7/6/2016,282802.75,
7/7/2016,282665.5,
7/8/2016,290840.75,
7/9/2016,290840.75,
7/10/2016,290840.75,
7/11/2016,292716,
7/12/2016,296428.5,
7/13/2016,296972.5,
7/14/2016,298804,
7/15/2016,298110.5,
7/16/2016,298110.5,
7/17/2016,298110.5,
7/18/2016,299248,
7/19/2016,298367,
7/20/2016,301592.25,
7/21/2016,299792.5,
7/22/2016,302742.75,
7/23/2016,302742.75,
7/24/2016,302742.75,
7/25/2016,299830.5,
7/26/2016,300437.25,
7/27/2016,300431.25,
7/28/2016,301131.25,
7/29/2016,301737.75,
7/30/2016,301737.75,
7/31/2016,301737.75,
8/1/2016,299938.25,
8/2/2016,296563.5,
8/3/2016,298057.5,
8/4/2016,298951.25,
8/5/2016,303820.5,
8/6/2016,303820.5,
8/7/2016,303820.5,
8/8/2016,303195.75,
8/9/2016,303671,
8/10/2016,301608.5,
8/11/2016,305658.75,
8/12/2016,304952.75,
8/13/2016,304952.75,
8/14/2016,304952.75,
8/15/2016,307084,
8/16/2016,304396.75,
8/17/2016,304565.75,
8/18/2016,305516.25,
8/19/2016,305029,
8/20/2016,305029,
8/21/2016,305029,
8/22/2016,304842,
8/23/2016,306611.25,
8/24/2016,303930.5,
8/25/2016,303924.5,
8/26/2016,303093.5,
8/27/2016,303093.5,
8/28/2016,303093.5,
8/29/2016,307406,
8/30/2016,305806.25,
8/31/2016,304425.25,
9/1/2016,303481.75,
9/2/2016,306775.75,
9/3/2016,306775.75,
9/4/2016,306775.75,
9/5/2016,306775.75,
9/6/2016,307469.75,
9/7/2016,307807.5,
9/8/2016,307232.75,
9/9/2016,293820.5,
9/10/2016,293820.5,
9/11/2016,293820.5,
9/12/2016,304408.25,
9/13/2016,294502.25,
9/14/2016,294814.25,
9/15/2016,301551.75,
9/16/2016,298727,
9/17/2016,298727,
9/18/2016,298727,
9/19/2016,298814.75,
9/20/2016,299565,
9/21/2016,307246.5,
9/22/2016,311365.5,
9/23/2016,309172,
9/24/2016,309172,
9/25/2016,309172,
9/26/2016,303872.25,
9/27/2016,306016,
9/28/2016,307978.75,
9/29/2016,303847.75,
9/30/2016,307123,
10/1/2016,307123,
10/2/2016,307123,
10/3/2016,303891.75,
10/4/2016,300717.25,
10/5/2016,303392.5,
10/6/2016,303755.5,
10/7/2016,302693.5,
10/8/2016,302693.5,
10/9/2016,302693.5,
10/10/2016,302693.5,
10/11/2016,295943.5,
10/12/2016,297531.25,
10/13/2016,295531.5,
10/14/2016,296931.75,
10/15/2016,296931.75,
10/16/2016,296931.75,
10/17/2016,294319.25,
10/18/2016,297750.75,
10/19/2016,300270,
10/20/2016,299301.5,
10/21/2016,299095.25,
10/22/2016,299095.25,
10/23/2016,299095.25,
10/24/2016,301839.25,
10/25/2016,300477,
10/26/2016,300058.5,
10/27/2016,298734,
10/28/2016,296015.25,
10/29/2016,296015.25,
10/30/2016,296015.25,
10/31/2016,296384.25,
11/1/2016,292115.75,
11/2/2016,288547.25,
11/3/2016,284353.5,
11/4/2016,284485,
11/5/2016,284485,
11/6/2016,284485,
11/7/2016,299760.25,
11/8/2016,304635.5,
11/9/2016,312041.75,
11/10/2016,313160.75,
11/11/2016,313160.75,
11/12/2016,313160.75,
11/13/2016,313160.75,
11/14/2016,311842.5,
11/15/2016,316849.25,
11/16/2016,316087,
11/17/2016,319743.25,
11/18/2016,319081,
11/19/2016,319081,
11/20/2016,319081,
11/21/2016,322369,
11/22/2016,324494.25,
11/23/2016,324538,
11/24/2016,324538,
11/25/2016,326194.5,
11/26/2016,326194.5,
11/27/2016,326194.5,
11/28/2016,323094.75,
11/29/2016,323395,
11/30/2016,323601.25,
12/1/2016,319395.5,
12/2/2016,320489.5,
12/3/2016,320489.5,
12/4/2016,320489.5,
12/5/2016,324796,
12/6/2016,326502.75,
12/7/2016,334615.25,
12/8/2016,336809.25,
12/9/2016,338772,
12/10/2016,338772,
12/11/2016,338772,
12/12/2016,338353.5,
12/13/2016,341591,
12/14/2016,338839.5,
12/15/2016,340346,
12/16/2016,338808.75,
12/17/2016,338808.75,
12/18/2016,338808.75,
12/19/2016,340252.5,
12/20/2016,342715.5,
12/21/2016,341741,
12/22/2016,339947.5,
12/23/2016,340329.25,
12/24/2016,340329.25,
12/25/2016,340329.25,
12/26/2016,340329.25,
12/27/2016,343048,
12/28/2016,335442.25,
12/29/2016,335305,
12/30/2016,331792.75,
12/31/2016,331792.75,
1/1/2017,331792.75,
1/2/2017,331792.75,
1/3/2017,334849.25,
1/4/2017,339587,
1/5/2017,338081,
1/6/2017,341581.25,
1/7/2017,341581.25,
1/8/2017,341581.25,
1/9/2017,338294,
1/10/2017,338425.5,
1/11/2017,338807.25,
1/12/2017,337389,
1/13/2017,338389.25,
1/14/2017,338389.25,
1/15/2017,338389.25,
1/16/2017,338389.25,
1/17/2017,335627.25,
1/18/2017,337271.25,
1/19/2017,333702.75,
1/20/2017,335553,
1/23/2017,334884.75,
1/24/2017,337416.25,
1/25/2017,342222.75,
1/26/2017,341823,
1/27/2017,340723,
1/30/2017,336798.25,
1/31/2017,336879.75,
2/1/2017,337417.75,
2/2/2017,337343,
2/3/2017,343718,
2/6/2017,341180.75,
2/7/2017,341375,
2/8/2017,342531.75,
2/9/2017,346313,
2/10/2017,348575.75,
2/13/2017,353544.5,
2/14/2017,356444.75,
2/15/2017,360082.5,
2/16/2017,358676.25,
2/17/2017,359795.25,
2/21/2017,364607.75,
2/22/2017,363639.25,
2/23/2017,364195.75,
2/24/2017,364252.5,
2/27/2017,365896.5,
2/28/2017,363165.75,
3/1/2017,369760,
3/2/2017,363103.75,
3/3/2017,362716.75,
3/6/2017,362279.25,
3/7/2017,360179.25,
3/8/2017,359735.75,
3/9/2017,360342.5,
3/10/2017,361911.75,
3/13/2017,362799.5,
3/14/2017,359324.75,
3/15/2017,365524,
3/16/2017,363318,
3/17/2017,363024.75,
3/20/2017,362106,
3/21/2017,356850,
3/22/2017,358150.25,
3/23/2017,357356.75,
3/24/2017,357619.75,
3/27/2017,357195.25,
3/28/2017,361520.5,
3/29/2017,361895.5,
3/30/2017,364608.25,
3/31/2017,364533.5,
4/3/2017,361052.75,
4/4/2017,361184,
4/5/2017,360559.5,
4/6/2017,361110,
4/7/2017,361010.5,
4/10/2017,361291.75,
4/11/2017,358186,
4/12/2017,357305,
4/13/2017,353792.75,
4/14/2017,353699.25,
4/17/2017,358162,
4/18/2017,358718.5,
4/19/2017,354925.25,
4/20/2017,361650.75,
4/21/2017,359450.75,
4/24/2017,366038.75,
4/25/2017,370295.25,
4/26/2017,369851.75,
4/27/2017,369851.75,
4/28/2017,368264.5,
5/1/2017,369964.75,
5/2/2017,368784,
5/3/2017,368497,
5/4/2017,368903.5,
5/5/2017,371710,
5/8/2017,371566.5,
5/9/2017,372498,
5/10/2017,372704.25,
5/11/2017,371804.5,
5/12/2017,369636.25,
5/15/2017,371899.25,
5/16/2017,371424.5,
5/17/2017,360831,
5/18/2017,362225,
5/19/2017,365100.5,
5/22/2017,369219.5,
5/23/2017,370244.75,
5/24/2017,372026.25,
5/25/2017,372195.25,
5/26/2017,375076.75,
5/30/2017,374983.25,
5/31/2017,374215,
6/1/2017,378465.5,
6/2/2017,379284.5,
6/5/2017,382091,
6/6/2017,381672.5,
6/7/2017,381535.25,
6/8/2017,380979.25,
6/9/2017,379879.5,
6/12/2017,379392.25,
6/13/2017,385005.25,
6/14/2017,384178.75,
6/15/2017,382791.75,
6/16/2017,382860.5,
6/19/2017,388623.5,
6/20/2017,384836.25,
6/21/2017,384430.5,
6/22/2017,384518.25,
6/23/2017,384581,
6/26/2017,385225.25,
6/27/2017,384463.25,
6/28/2017,384851,
6/29/2017,379688.75,
6/30/2017,380526.5,
7/3/2017,381477,
7/5/2017,383258.5,
7/6/2017,379008.75,
7/7/2017,383677.75,
7/10/2017,385259.5,
7/11/2017,384416.25,
7/12/2017,391535.25,
7/13/2017,392423,
7/14/2017,394735.75,
7/17/2017,393973.5,
7/18/2017,394148.5,
7/19/2017,394623.75,
7/20/2017,397917.75,
7/21/2017,397999.25,
7/24/2017,397243,
7/25/2017,398405.75,
7/26/2017,398137.25,
7/27/2017,397031.25,
7/28/2017,397200.25,
7/30/2017,397200.25,
7/31/2017,397750.25,
8/1/2017,397950.5,
8/2/2017,397938.5,
8/3/2017,396620,
8/4/2017,397513.75,
8/6/2017,397513.75,
8/7/2017,398876.75,
8/8/2017,397358.25,
8/9/2017,397083.75,
8/10/2017,384990,
8/11/2017,386202.75,
8/13/2017,386202.75,
8/14/2017,392378.25,
8/15/2017,393197.25,
8/16/2017,393109.75,
8/17/2017,386929,
8/18/2017,386641.75,
8/20/2017,386641.75,
8/21/2017,386017,
8/22/2017,395192.5,
8/23/2017,393967.5,
8/24/2017,392818,
8/25/2017,395155.75,
8/27/2017,395155.75,
8/28/2017,394318.75,
8/29/2017,395412.75,
8/30/2017,398682,
8/31/2017,401694.75,
9/1/2017,403063.75,
9/4/2017,403063.75,
9/5/2017,399032.75,
9/6/2017,400608,
9/7/2017,401908.5,
9/8/2017,401327.75,
9/10/2017,401327.75,
9/11/2017,410978,
9/12/2017,413103.25,
9/13/2017,413283,
9/14/2017,413208.25,
9/15/2017,413852.5,
9/17/2017,413852.5,
9/18/2017,416096.5,
9/19/2017,416846.75,
9/20/2017,416441,
9/21/2017,415403.75,
9/22/2017,415197.5,
9/24/2017,415197.5,
9/25/2017,413266.5,
9/26/2017,414948,
9/27/2017,417617.25,
9/28/2017,417411,
9/29/2017,419742.5,
10/1/2017,419742.5,
10/2/2017,421355.25,
10/3/2017,423343,
10/4/2017,423955.5,
10/5/2017,426530.75,
10/6/2017,425631,
10/9/2017,425631,
10/10/2017,425837.75,
10/11/2017,427794.5,
10/12/2017,427138.25,
10/13/2017,427607.5,
10/15/2017,427607.5,
10/16/2017,428908,
10/17/2017,429208.25,
10/18/2017,430170.75,
10/19/2017,429271,
10/20/2017,431715,
10/22/2017,431715,
10/23/2017,429990.25,
10/24/2017,430159.25,
10/25/2017,426784.5,
10/26/2017,429216,
10/27/2017,434085.25,
10/29/2017,434085.25,
10/30/2017,432010.75,
10/31/2017,432417.25,
11/1/2017,434380,
11/2/2017,434374,
11/3/2017,436999,
11/5/2017,436999,
11/6/2017,438868,
11/7/2017,437624.5,
11/8/2017,439774.75,
11/9/2017,437362.5,
11/12/2017,437362.5,
11/13/2017,437262.75,
11/14/2017,435675.5,
11/15/2017,434007,
11/16/2017,439363.5,
11/17/2017,437832.25,
11/19/2017,437832.25,
11/20/2017,438482.5,
11/21/2017,443076.75,
11/22/2017,443002,
11/23/2017,443002,
11/24/2017,443002,
11/26/2017,443002,
11/27/2017,444783.25,
11/28/2017,453589.75,
11/29/2017,453377.5,
11/30/2017,461152.75,
12/1/2017,460184.25,
12/3/2017,460184.25,
12/4/2017,459903,
12/5/2017,455772,
12/6/2017,456109.75,
12/7/2017,457978.75,
12/8/2017,461347.5,
12/10/2017,461347.5,
12/11/2017,463816.5,
12/12/2017,466810.5,
12/13/2017,467240.75,
12/14/2017,463303.25,
12/15/2017,470141,
12/17/2017,470141,
12/18/2017,474810,
12/19/2017,471804,
12/20/2017,471179.25,
12/21/2017,473523,
12/22/2017,472298.25,
12/25/2017,472298.25,
12/26/2017,471879.75,
12/27/2017,470655,
12/28/2017,471411.25,
12/29/2017,470230.5,
1/1/2018,470230.5,
1/2/2018,473593.25,
1/3/2018,477081.25,
1/4/2018,481206.25,
1/5/2018,486919,
1/7/2018,486919,
1/8/2018,489044.25,
1/9/2018,491850.75,
1/10/2018,489919.75,
1/11/2018,496013.5,
1/12/2018,504445,
1/15/2018,504445,
1/16/2018,503064,
1/17/2018,512433,
1/18/2018,510301.75,
1/19/2018,513389.5,
1/21/2018,513389.5,
1/22/2018,521071,
1/23/2018,524296.25,
1/24/2018,524390,
1/25/2018,523165.25,
1/26/2018,531753,
1/28/2018,531753,
1/29/2018,524809.5,
1/30/2018,518753.5,
1/31/2018,519216.25,
2/1/2018,515154,
2/2/2018,505916.75,
2/4/2018,505916.75,
2/5/2018,480473.25,
2/6/2018,483798.25,
2/7/2018,484973.5,
2/8/2018,458498.75,
2/9/2018,461730.25,
2/11/2018,461730.25,
2/12/2018,471005.5,
2/13/2018,472705.75,
2/14/2018,482599.75,
2/15/2018,487137.75,
2/16/2018,492575.25,
2/19/2018,492575.25,
2/20/2018,482163,
2/21/2018,483738.25,
2/22/2018,477451,
2/23/2018,489344.75,
2/25/2018,489344.75,
2/26/2018,498488.5,
2/27/2018,491676.25,
2/28/2018,480695.5,
3/1/2018,472595.75,
3/2/2018,475552,
3/4/2018,475552,
3/5/2018,486345.75,
3/6/2018,486339.75,
3/7/2018,487359,
3/8/2018,487178,
3/9/2018,501534.75,
3/11/2018,501534.75,
3/12/2018,504422.25,
3/13/2018,495753.75,
3/14/2018,491284.5,
3/15/2018,491416,
3/16/2018,494128.75,
3/18/2018,494128.75,
3/19/2018,480922.75,
3/20/2018,482316.75,
3/21/2018,483479.5,
3/22/2018,470042.25,
3/23/2018,455742.25,
3/25/2018,455742.25,
3/26/2018,473267.5,
3/27/2018,463767.75,
3/28/2018,465686.75,
3/29/2018,472118,
4/1/2018,472118,
4/2/2018,458637,
4/3/2018,469837.25,
4/4/2018,474944,
4/5/2018,483944,
4/6/2018,460031.75,
4/8/2018,460031.75,
4/9/2018,467175.75,
4/10/2018,478976.25,
4/11/2018,476389,
4/12/2018,482776.75,
4/13/2018,477702.25,
4/15/2018,477702.25,
4/16/2018,482284,
4/17/2018,493615.75,
4/18/2018,493747,
4/19/2018,490628.75,
4/20/2018,479841.5,
4/22/2018,479841.5,
4/23/2018,480798,
4/24/2018,464016.75,
4/25/2018,466729.5,
4/26/2018,476480,
4/27/2018,477367.75,
4/29/2018,477367.75,
4/30/2018,474993.25,
5/1/2018,471337,
5/2/2018,466174.75,
5/3/2018,464312.5,
5/4/2018,478269.25,
5/6/2018,478269.25,
5/7/2018,478838,
5/8/2018,478657,
5/9/2018,486144.75,
5/10/2018,490776.25,
5/11/2018,492220,
5/13/2018,492220,
5/14/2018,492901.5,
5/15/2018,488602,
5/16/2018,494783.5,
5/17/2018,494571.25,
5/18/2018,493640.5,
5/20/2018,493640.5,
5/21/2018,500003.5,
5/22/2018,499035,
5/23/2018,499504.25,
5/24/2018,499085.75,
5/25/2018,497805,
5/28/2018,497805,
5/29/2018,487111.5,
5/30/2018,496249.25,
5/31/2018,490337,
6/1/2018,497274.75,
6/3/2018,497274.75,
6/4/2018,499631.25,
6/5/2018,500244,
6/6/2018,503481.5,
6/7/2018,503913,
6/8/2018,506382,
6/10/2018,506382,
6/11/2018,508038.5,
6/12/2018,506932.5,
6/13/2018,506149.75,
6/14/2018,507450,
6/15/2018,504912.75,
6/17/2018,504912.75,
6/18/2018,503463,
6/19/2018,498119.25,
6/20/2018,502238.25,
6/21/2018,495288.5,
6/22/2018,501470,
6/24/2018,501470,
6/25/2018,489026.25,
6/26/2018,491289,
6/27/2018,484908,
6/28/2018,487102,
6/29/2018,491314.75,
7/1/2018,491314.75,
7/2/2018,489102.75,
7/3/2018,488434.5,
7/4/2018,488434.5,
7/5/2018,494885,
7/6/2018,496566.5,
7/8/2018,496566.5,
7/9/2018,501160.25,
7/10/2018,502685.5,
7/11/2018,501548.5,
7/12/2018,506486.5,
7/13/2018,506899,
7/15/2018,506899,
7/16/2018,506605.75,
7/17/2018,510718.75,
7/18/2018,510956.5,
7/19/2018,509113,
7/20/2018,508419.5,
7/22/2018,508419.5,
7/23/2018,509151.25,
7/24/2018,510370.25,
7/25/2018,512258,
7/26/2018,511733,
7/27/2018,508308.5,
7/29/2018,508308.5,
7/30/2018,505496.5,
7/31/2018,511578.25,
8/1/2018,511053.25,
8/2/2018,513278.5,
8/3/2018,516228.75,
8/5/2018,516228.75,
8/6/2018,518147.75,
8/7/2018,520622.75,
8/8/2018,521029.25,
8/9/2018,520273.5,
8/10/2018,511830,
8/12/2018,511830,
8/13/2018,509417.75,
8/14/2018,512162,
8/15/2018,505031,
8/16/2018,510450.25,
8/17/2018,513875.75,
8/19/2018,513875.75,
8/20/2018,515732,
8/21/2018,516963.5,
8/22/2018,516588.5,
8/23/2018,513295.25,
8/24/2018,516870.75,
8/26/2018,516870.75,
8/27/2018,524364.75,
8/28/2018,524565,
8/29/2018,531871.5,
8/30/2018,527746.5,
8/31/2018,527665.75,
9/3/2018,527665.75,
9/4/2018,525734.75,
9/5/2018,524591.25,
9/6/2018,522866.5,
9/7/2018,521291.5,
9/9/2018,521291.5,
9/10/2018,522729.25,
9/11/2018,524779.75,
9/12/2018,525323.75,
9/13/2018,529448.75,
9/14/2018,531411.5,
9/16/2018,531411.5,
9/17/2018,527137,
9/18/2018,531462.25,
9/19/2018,532035.75,
9/20/2018,538148.5,
9/21/2018,537298.75,
9/23/2018,537298.75,
9/24/2018,534330.5,
9/25/2018,533705.75,
9/26/2018,532349.5,
9/27/2018,533174.75,
9/28/2018,532956.5,
